id,commonName,scientificName,pathogen,probability,evaluation,observationsEval
ID_1708052727354,Virus del enrollamiento de la hoja del chile,CLCV,virus,Muy probable,VERDADERO,
ID_1708052727354,Trips amarillo,Scirtothrips dorsalis,insect,Muy improbable,VERDADERO,
ID_1708053124123,Mosca blanca,Aleyrodidae,insect,Muy probable,VERDADERO,
ID_1708053298660,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1708053298660,Mosca blanca,Aleyrodidae,insect,Muy improbable,VERDADERO,
ID_1708053463027,Saludables,Healthy,others,Posible,VERDADERO,
ID_1708053463027,Mancha bacteriana del tomate,Xanthomonas sp.,bacteria,Improbable,VERDADERO,
ID_1708053463027,Cercosporiosis del pimiento,Cercospora capsici,fungi,Improbable,VERDADERO,
ID_1708053775776,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy probable,VERDADERO,
ID_1708053883541,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Probable,VERDADERO,
ID_1708053883541,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708053883541,Lesión por glifosato,Herbicide Shikimic acid pathway inhibitors,others,Muy improbable,VERDADERO,
ID_1708054094358,Peste negra del tomate,TSWV,virus,Probable,VERDADERO,
ID_1708054094358,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708054094358,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708054345671,Oídio,Erysiphaceae,fungi,Muy probable,VERDADERO,
ID_1708054699382,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708054699382,Trips amarillo,Scirtothrips dorsalis,insect,Muy improbable,VERDADERO,
ID_1708054699382,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708055944297,Ácaro blanco,Polyphagotarsonemus latus,mite,Probable,VERDADERO,
ID_1708055944297,Daños en el desarrollo por herbicidas,Herbicides Growth Regulators,others,Muy improbable,VERDADERO,
ID_1708079629529,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708079629529,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708080039202,Oruga del tabaco,Spodoptera litura,insect,Probable,VERDADERO,
ID_1708080039202,Oruga del tabaco,Spodoptera litura,insect,Probable,VERDADERO,
ID_1708080621925,Daños en el desarrollo por herbicidas,Herbicides Growth Regulators,others,Muy probable,VERDADERO,
ID_1708080621925,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708081471009,Tizón tardío de la papa,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708081471009,Escarabajo de la Papa,Leptinotarsa decemlineata,insect,Muy improbable,VERDADERO,
ID_1708081471009,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708082445895,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1708082445895,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy improbable,VERDADERO,
ID_1708082445895,Peste negra del tomate,TSWV,virus,Muy improbable,VERDADERO,
ID_1708081471009,Tizón tardío de la papa,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708081471009,Escarabajo de la Papa,Leptinotarsa decemlineata,insect,Muy improbable,VERDADERO,
ID_1708081471009,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708082945447,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708082945447,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1708082945447,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy improbable,VERDADERO,
ID_1708083467438,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Probable,VERDADERO,
ID_1708083467438,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Improbable,VERDADERO,
ID_1708083467438,Chinche apestosa de cucurbitáceas,Coridius janus,insect,Muy improbable,VERDADERO,
ID_1708082445895,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1708082445895,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy improbable,VERDADERO,
ID_1708082445895,Peste negra del tomate,TSWV,virus,Muy improbable,VERDADERO,
ID_1708087992409,Mop Top de la papa,PMTV,virus,Posible,VERDADERO,
ID_1708087992409,Virus del mosaico de la alfalfa,AMV,virus,Improbable,VERDADERO,
ID_1708087992409,Deficiencia de potasio,Potassium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708088062601,Escarabajo de la Papa,Leptinotarsa decemlineata,insect,Probable,VERDADERO,
ID_1708088062601,Alticinos,Chrysomelidae,insect,Muy improbable,VERDADERO,
ID_1708088062601,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy improbable,VERDADERO,
ID_1708088185801,Escarabajo de la Papa,Leptinotarsa decemlineata,insect,Posible,VERDADERO,
ID_1708088185801,Alticinos,Chrysomelidae,insect,Improbable,VERDADERO,
ID_1708088185801,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1708088641129,Gusano bellotero del algodón,Helicoverpa armigera,insect,Probable,VERDADERO,
ID_1708088641129,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1708088825398,Mosca blanca,Aleyrodidae,insect,Muy probable,VERDADERO,
ID_1708091904545,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708094045858,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708094045858,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy improbable,VERDADERO,
ID_1708094045858,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1708094760935,Mancha marrón de los cítricos,Alternaria alternata,fungi,Posible,FALSO,
ID_1708094760935,Tizón temprano,Alternaria solani,fungi,Improbable,FALSO,
ID_1708094760935,Alticinos,Chrysomelidae,insect,Muy improbable,FALSO,
ID_1708095286741,Quema foliar en la cebolla,Pleospora allii,fungi,Muy probable,VERDADERO,
ID_1708095816341,Mosca blanca,Aleyrodidae,insect,Posible,FALSO,
ID_1708095816341,Áfidos o pulgones,Aphis,insect,Improbable,FALSO,
ID_1708095816341,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy improbable,FALSO,
ID_1708096788427,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708096946999,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Probable,VERDADERO,
ID_1708096946999,Mancha Gris del Maíz,Cercospora zeae-maydis,fungi,Muy improbable,VERDADERO,
ID_1708096946999,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Muy improbable,VERDADERO,
ID_1708096799395,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Probable,VERDADERO,
ID_1708096799395,Mildiú lanoso,Peronosporales,fungi,Muy improbable,FALSO,
ID_1708096799395,Podredumbre blanda bacteriana,Pectobacterium carotovorum subsp. carotovorum,bacteria,Muy improbable,FALSO,
ID_1708097465824,Podredumbre blanda bacteriana,Pectobacterium carotovorum subsp. carotovorum,bacteria,Probable,VERDADERO,
ID_1708097465824,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708097465824,Mancha por alternaria,Alternaria brassicae,fungi,Muy improbable,VERDADERO,
ID_1708097696729,Mosca blanca,Aleyrodidae,insect,Posible,VERDADERO,
ID_1708097696729,Áfidos o pulgones,Aphis,insect,Posible,FALSO,
ID_1708097696729,Moho gris del tomate,Mycovellosiella fulva,fungi,Muy improbable,FALSO,
ID_1708098129233,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,FALSO,
ID_1708098129233,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1708098129233,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,FALSO,
ID_1708098447844,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy probable,FALSO,
ID_1708098447844,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1708098447844,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,FALSO,
ID_1708098809792,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,FALSO,
ID_1708098809792,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1708098961445,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Posible,FALSO,
ID_1708098961445,Moscas minadoras o minadores,Agromyzidae,insect,Improbable,FALSO,
ID_1708098961445,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Improbable,FALSO,
ID_1708099281602,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708099207588,Trips o arañuelas,Thysanoptera,insect,Muy probable,VERDADERO,
ID_1708099207588,Áfidos o pulgones,Aphis,insect,Muy improbable,FALSO,
ID_1708099731950,Trips o arañuelas,Thysanoptera,insect,Muy probable,VERDADERO,
ID_1708099780441,Trips o arañuelas,Thysanoptera,insect,Muy probable,VERDADERO,
ID_1708099896309,Áfidos o pulgones,Aphis,insect,Muy probable,FALSO,
ID_1708099896309,Cicadélidos o saltahojas,Amrasca,insect,Muy improbable,FALSO,
ID_1708100207411,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708100564077,Trips o arañuelas,Thysanoptera,insect,Muy probable,VERDADERO,
ID_1708100671298,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708100397474,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Probable,VERDADERO,
ID_1708100397474,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,VERDADERO,
ID_1708100397474,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708100750587,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708101043534,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,VERDADERO,
ID_1708101043534,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1708101043534,Trips o arañuelas,Thysanoptera,insect,Muy improbable,FALSO,
ID_1708100122830,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy probable,VERDADERO,
ID_1708100898960,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,FALSO,
ID_1708100898960,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,FALSO,
ID_1708100898960,Trips o arañuelas,Thysanoptera,insect,Muy improbable,FALSO,
ID_1708101236260,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708101236260,Áfidos o pulgones,Aphis,insect,Muy improbable,FALSO,
ID_1708101594460,Tizón tardío del tomate,Phytophthora infestans,fungi,Posible,VERDADERO,
ID_1708101594460,Fusariosis,Fusarium oxysporum,fungi,Improbable,FALSO,
ID_1708101594460,Moho gris,Botrytis cinerea,fungi,Muy improbable,FALSO,
ID_1708101801990,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708101952955,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708102175608,Roya Común del Maíz,Puccinia sorghi,fungi,Probable,VERDADERO,
ID_1708102175608,Mancha Gris del Maíz,Cercospora zeae-maydis,fungi,Muy improbable,FALSO,
ID_1708102175608,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Muy improbable,FALSO,
ID_1708102953209,Cogollero del maíz,Spodoptera frugiperda,insect,Posible,VERDADERO,
ID_1708102953209,Trips o arañuelas,Thysanoptera,insect,Improbable,FALSO,
ID_1708102953209,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1708103702179,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1708104155003,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708104453253,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,FALSO,
ID_1708104453253,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1708104458188,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1708105951898,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708106329451,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708106329451,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1708106498428,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Probable,VERDADERO,
ID_1708106498428,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708106498428,Anublo del arroz,Magnaporthe oryzae,fungi,Muy improbable,VERDADERO,
ID_1708106835820,Oídio del pimiento,Leveillula taurica,fungi,Muy probable,FALSO,
ID_1708107636610,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Probable,VERDADERO,
ID_1708107636610,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708107636610,Anublo del arroz,Magnaporthe oryzae,fungi,Muy improbable,VERDADERO,
ID_1708107758902,Putrefacción del tallo del arroz,Magnaporthe salvinii,fungi,Probable,VERDADERO,
ID_1708107758902,Saltahojas pardo,Nilaparvata lugens,insect,Muy improbable,VERDADERO,
ID_1708107758902,Podredumbre de la vaina del arroz,Sarocladium oryzae,fungi,Muy improbable,VERDADERO,
ID_1708107846512,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,VERDADERO,
ID_1708107846512,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1708107846512,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708108185665,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,VERDADERO,
ID_1708108185665,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1708108185665,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708108339924,Botritis de la Cebolla,Botryotinia squamosa,fungi,Posible,VERDADERO,
ID_1708108339924,Quema foliar en la cebolla,Pleospora allii,fungi,Improbable,VERDADERO,
ID_1708108339924,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708108992346,Saltamontes de antenas cortas y langosta,Oxya intricata & Locusta migratoria manilensis,insect,Posible,VERDADERO,
ID_1708108992346,Chinches del arroz,Leptocorisa spp.,insect,Improbable,VERDADERO,
ID_1708108992346,Saltahojas Verdes,Nephotettix spp.,insect,Muy improbable,VERDADERO,
ID_1708109066853,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708109202347,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708109162195,Mancha de asfalto,Phyllachora maydis,fungi,Muy probable,VERDADERO,
ID_1708109254556,Barrenador de tallos amarillo,Scirpophaga incertulas,insect,Probable,VERDADERO,
ID_1708109254556,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Muy improbable,VERDADERO,
ID_1708109254556,Falso carbón,Villosiclava virens,fungi,Muy improbable,VERDADERO,
ID_1708109337964,Barrenador de tallos amarillo,Scirpophaga incertulas,insect,Posible,VERDADERO,
ID_1708109337964,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Posible,VERDADERO,
ID_1708109337964,Falso carbón,Villosiclava virens,fungi,Muy improbable,VERDADERO,
ID_1708109408088,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708109542079,Enfermedad de Panamá,Fusarium oxysporum,fungi,Posible,VERDADERO,
ID_1708109542079,Gorgojo Negro del Banano,Cosmopolites sordidus,insect,Improbable,VERDADERO,
ID_1708109542079,Pudrición Húmeda Bacteriana del Plátano,Pectobacterium carotovorum,bacteria,Muy improbable,VERDADERO,
ID_1708109639030,Saludables,Healthy,others,Muy probable,VERDADERO,
ID_1708109684042,Anublo del arroz,Magnaporthe oryzae,fungi,Muy probable,VERDADERO,
ID_1708109841470,Barrenador de tallos amarillo,Scirpophaga incertulas,insect,Probable,VERDADERO,
ID_1708109841470,Oruga del corte del arroz,Mythimna separata,insect,Muy improbable,VERDADERO,
ID_1708109841470,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1708109916996,Áfidos o pulgones,Aphis,insect,Muy probable,VERDADERO,
ID_1708109628106,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Probable,VERDADERO,
ID_1708109628106,Mancha Gris del Maíz,Cercospora zeae-maydis,fungi,Muy improbable,VERDADERO,
ID_1708109628106,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Muy improbable,VERDADERO,
ID_1708110065524,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708110189069,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708110189069,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708110273269,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708110407823,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708110485408,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708111856076,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1708111974706,Oruga del tabaco,Spodoptera litura,insect,Muy probable,VERDADERO,
ID_1708111974706,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708112075315,Roya del cafeto,Hemileia vastatrix,fungi,Posible,VERDADERO,
ID_1708112075315,Minador del cafeto,Leucoptera sp.,insect,Improbable,FALSO,
ID_1708112075315,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1708112256424,Mancha de asfalto,Phyllachora maydis,fungi,Posible,VERDADERO,
ID_1708112256424,Roya Común del Maíz,Puccinia sorghi,fungi,Muy improbable,VERDADERO,
ID_1708112256424,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Muy improbable,VERDADERO,
ID_1708112354138,Roya del Maíz,Puccinia polysora,fungi,Posible,VERDADERO,
ID_1708112354138,Mancha Gris del Maíz,Cercospora zeae-maydis,fungi,Improbable,VERDADERO,
ID_1708112354138,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Improbable,VERDADERO,
ID_1708112540324,Tizón temprano,Alternaria solani,fungi,Muy probable,VERDADERO,
ID_1708112540324,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1708113943288,Tizón tardío del tomate,Phytophthora infestans,fungi,Posible,VERDADERO,
ID_1708113943288,Oídio,Erysiphaceae,fungi,Improbable,VERDADERO,
ID_1708113943288,Moho gris del tomate,Mycovellosiella fulva,fungi,Improbable,VERDADERO,
ID_1708114496875,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Probable,VERDADERO,
ID_1708114496875,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Improbable,VERDADERO,
ID_1708114496875,Mancha Gris del Maíz,Cercospora zeae-maydis,fungi,Muy improbable,VERDADERO,
ID_1708114582813,Tizón temprano,Alternaria solani,fungi,Improbable,VERDADERO,
ID_1708114582813,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Improbable,No lo sé,
ID_1708114582813,Peste negra del tomate,TSWV,virus,Improbable,No lo sé,
ID_1708114809824,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1708114809824,Lesión por glifosato,Herbicide Shikimic acid pathway inhibitors,others,Muy improbable,No lo sé,
ID_1708114809824,Virus del rizado amarillo de la hoja del tomate,TYLCV,virus,Muy improbable,VERDADERO,
ID_1708114774199,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Probable,VERDADERO,
ID_1708114774199,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1708115034464,Mancha de asfalto,Phyllachora maydis,fungi,Muy probable,VERDADERO,
ID_1708114917950,Gusano bellotero del algodón,Helicoverpa armigera,insect,Probable,FALSO,
ID_1708114917950,Falso medidor de la soya,Chrysodeixis includens,insect,Muy improbable,VERDADERO,
ID_1708114917950,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,FALSO,
ID_1708115108042,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Probable,VERDADERO,
ID_1708115108042,Anublo del arroz,Magnaporthe oryzae,fungi,Improbable,FALSO,
ID_1708115108042,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1708116182125,Quema foliar en la cebolla,Pleospora allii,fungi,Muy probable,VERDADERO,
ID_1708116530262,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708116907029,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708116907029,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708117189709,Gusano bellotero del algodón,Helicoverpa armigera,insect,Probable,FALSO,
ID_1708117189709,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,FALSO,
ID_1708117557431,Tizón tardío de la papa,Phytophthora infestans,fungi,Posible,FALSO,
ID_1708117557431,Polilla de la Papa,Phthorimaea operculella,insect,Improbable,FALSO,
ID_1708117557431,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1708118727861,Minador del cafeto,Leucoptera sp.,insect,Probable,FALSO,
ID_1708118727861,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1708118727861,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,FALSO,
ID_1708118831856,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Muy probable,VERDADERO,
ID_1708119585440,Tizón Foliar por Turcicum,Setosphaeria turcica,fungi,Muy probable,VERDADERO,
ID_1708120714571,Minador del cafeto,Leucoptera sp.,insect,Posible,VERDADERO,
ID_1708120714571,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1708120714571,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1708120623557,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy probable,VERDADERO,
ID_1708121380947,Oruga del tabaco,Spodoptera litura,insect,Probable,VERDADERO,
ID_1708121380947,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy improbable,VERDADERO,
ID_1708121380947,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708122907158,Araña roja (ácaro),Tetranychidae,mite,Probable,VERDADERO,
ID_1708122907158,Virus del mosaico común del frijol,BCMV,virus,Muy improbable,VERDADERO,
ID_1708122907158,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1708122140887,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1708122140887,Minador del cafeto,Leucoptera sp.,insect,Improbable,VERDADERO,
ID_1708122140887,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1708123579437,Daños en el desarrollo por herbicidas,Herbicides Growth Regulators,others,Posible,FALSO,
ID_1708123579437,Saludables,Healthy,others,Improbable,FALSO,
ID_1708123579437,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,FALSO,
ID_1708123464605,Putrefacción del tallo del arroz,Magnaporthe salvinii,fungi,Posible,VERDADERO,
ID_1708123464605,Podredumbre de la vaina del arroz,Sarocladium oryzae,fungi,Improbable,FALSO,
ID_1708123464605,Cochinillas harinosas,Pseudococcidae,insect,Muy improbable,FALSO,
ID_1708124780050,Síndrome del crecimiento rápido,Rapid Growth Syndrome,others,Probable,FALSO,
ID_1708124780050,Carbón de la Espiga de Maíz,Sphacelotheca reiliana,fungi,Muy improbable,VERDADERO,
ID_1708126954764,Quema foliar en la cebolla,Pleospora allii,fungi,Probable,FALSO,
ID_1708126954764,Mildiú lanoso,Peronosporales,fungi,Muy improbable,FALSO,
ID_1708126954764,Trips o arañuelas,Thysanoptera,insect,Muy improbable,FALSO,
ID_1708128387285,Tizón Foliar por Turcicum,Setosphaeria turcica,fungi,Muy probable,VERDADERO,
ID_1708128054094,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Posible,FALSO,
ID_1708128054094,Peste negra del tomate,TSWV,virus,Muy improbable,FALSO,
ID_1708128054094,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Muy improbable,FALSO,
ID_1708128054094,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Posible,FALSO,
ID_1708128054094,Peste negra del tomate,TSWV,virus,Muy improbable,FALSO,
ID_1708128054094,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Muy improbable,FALSO,
ID_1708129137520,Trips o arañuelas,Thysanoptera,insect,Probable,VERDADERO,
ID_1708129137520,Mildiú lanoso,Peronosporales,fungi,Muy improbable,FALSO,
ID_1708129137520,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1708129484420,Tizón de la base del tallo,Athelia rolfsii,fungi,Posible,VERDADERO,
ID_1708129484420,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Posible,VERDADERO,
ID_1708129484420,Cochinillas harinosas,Pseudococcidae,insect,Muy improbable,VERDADERO,
ID_1708129831456,Trips o arañuelas,Thysanoptera,insect,Posible,VERDADERO,
ID_1708129831456,Peste negra del tomate,TSWV,virus,Improbable,VERDADERO,
ID_1708129831456,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1708130287439,Oídio,Erysiphaceae,fungi,Probable,VERDADERO,
ID_1708130287439,Moscas minadoras o minadores,Agromyzidae,insect,Improbable,VERDADERO,
ID_1708131648800,Huitlacoche,Ustilago maydis,fungi,Muy probable,VERDADERO,
ID_1708110991844,Oídio,Erysiphaceae,fungi,Muy probable,VERDADERO,
ID_1708132434072,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708132663196,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Muy probable,VERDADERO,
ID_1708182631885,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1708182631885,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708182631885,Daños en el desarrollo por herbicidas,Herbicides Growth Regulators,others,Muy improbable,VERDADERO,
ID_1708181914403,Mancha de hierro,Mycosphaerella coffeicola,fungi,Posible,VERDADERO,
ID_1708181914403,Minador del cafeto,Leucoptera sp.,insect,Improbable,FALSO,
ID_1708181914403,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,FALSO,
ID_1708183656631,Saludables,Healthy,others,Posible,FALSO,
ID_1708183656631,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1708183656631,Fumagina,Pezizomycotina,fungi,Improbable,No lo sé,
ID_1708184619318,Cercosporiosis del pimiento,Cercospora capsici,fungi,Muy probable,VERDADERO,
ID_1708184619318,Antracnosis del Pimiento,Colletotrichum sp.,fungi,Muy improbable,VERDADERO,
ID_1708184778747,Saludables,Healthy,others,Posible,FALSO,
ID_1708184778747,Roya del cafeto,Hemileia vastatrix,fungi,Improbable,FALSO,
ID_1708184778747,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,No lo sé,
ID_1708185227847,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Probable,VERDADERO,
ID_1708185227847,Anublo del arroz,Magnaporthe oryzae,fungi,Muy improbable,VERDADERO,
ID_1708185227847,Cercosporiosis del Arroz,Sphaerulina oryzina,fungi,Muy improbable,VERDADERO,
